HEHOUSUT,HWHHWGT,GTMETSTA,HEFAMINC,HRNUMHOU,HRHTYPE,PRTAGE,PEMARITL,PENATVTY,PRINUSYR,PRHRUSL,HUBUS,PEMJOT,PEMJNUM,PEHRFTPT,PEHRACTT,PRAGNA,PRNMCHLD,PECYC,PECERT1,target,PRCITSHP_2,PRCITSHP_3,PRCITSHP_4,PRCITSHP_5,PEHRRSN2_1,PEHRRSN2_2,PEHRRSN2_3,PEHRRSN2_4,PEHRRSN2_5,PEHRRSN2_6,PEHRRSN2_7,PRMJIND1_2,PRMJIND1_3,PRMJIND1_4,PRMJIND1_5,PRMJIND1_6,PRMJIND1_7,PRMJIND1_8,PRMJIND1_9,PRMJIND1_10,PRMJIND1_11,PRMJIND1_12,PRMJIND1_13,PRMJOCC1_2,PRMJOCC1_3,PRMJOCC1_4,PRMJOCC1_5,PRMJOCC1_6,PRMJOCC1_7,PRMJOCC1_8,PRMJOCC1_9,PRMJOCC1_10,PESEX_2,PEEDUCA_40,PEEDUCA_41,PEEDUCA_42,PEEDUCA_43,PEEDUCA_44,PEEDUCA_45,PEEDUCA_46,PTDTRACE_1,PTDTRACE_3,PEHSPNON_2,population,case_delta,party,percent_red,pop_density
1,37158037,1,13,2,1,70,1,1,0,4,1,2,1,-1,-1,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5758736.0,30413.81075268817,0.0,42.080036506575375,50.0
1,68003982,1,12,2,4,26,0,1,0,4,1,1,2,-1,-1,0,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,5758736.0,30413.81075268817,0.0,42.080036506575375,50.0
1,47706666,1,13,2,6,26,0,1,0,4,0,2,1,-1,5,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,5758736.0,30413.81075268817,0.0,42.080036506575375,50.0
1,54485590,1,13,5,1,48,1,0,14,4,0,2,1,-1,40,0,2,-1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5758736.0,30413.81075268817,0.0,42.080036506575375,50.0
1,46323438,1,14,4,1,40,1,1,0,4,0,2,1,-1,40,0,2,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,5758736.0,30413.81075268817,0.0,42.080036506575375,50.0
1,43544806,1,16,4,1,45,1,1,0,2,1,2,1,-1,25,0,2,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,5758736.0,30413.81075268817,0.0,42.080036506575375,50.0
1,39132269,1,15,4,1,51,1,1,0,1,1,2,1,-1,20,0,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,5758736.0,30413.81075268817,0.0,42.080036506575375,50.0
1,47423450,1,16,2,1,49,1,1,0,6,0,2,1,-1,50,0,0,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,5758736.0,30413.81075268817,0.0,42.080036506575375,50.0
1,39132269,1,16,4,1,51,1,1,0,4,0,2,1,-1,40,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,5758736.0,30413.81075268817,0.0,42.080036506575375,50.0
1,36465642,1,16,6,1,56,1,1,0,6,0,2,1,-1,55,0,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,5758736.0,30413.81075268817,0.0,42.080036506575375,50.0
1,42073144,1,13,2,1,65,1,0,6,4,0,2,1,-1,40,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,5758736.0,30413.81075268817,0.0,42.080036506575375,50.0
0,45051613,0,8,2,1,48,1,1,0,6,0,2,1,-1,50,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,5758736.0,30413.81075268817,0.0,42.080036506575375,50.0
1,42147395,0,12,2,7,56,0,1,0,3,0,1,2,-1,47,0,0,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,5758736.0,30413.81075268817,0.0,42.080036506575375,50.0
1,77084481,0,15,5,1,42,1,0,16,6,0,2,1,-1,50,1,1,-1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5758736.0,30413.81075268817,0.0,42.080036506575375,50.0
1,35354449,0,14,2,1,79,1,1,0,3,1,2,1,1,8,0,0,-1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,5758736.0,30413.81075268817,0.0,42.080036506575375,50.0
1,58926657,0,11,1,6,58,0,1,0,4,0,2,1,-1,40,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5758736.0,30413.81075268817,0.0,42.080036506575375,50.0
1,42147395,0,12,2,7,59,0,1,0,2,1,2,1,-1,35,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,5758736.0,30413.81075268817,0.0,42.080036506575375,50.0
1,77084481,0,14,4,1,43,1,1,0,4,0,2,1,-1,40,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,5758736.0,30413.81075268817,0.0,42.080036506575375,50.0
1,55368696,0,14,5,1,32,1,1,0,4,0,2,1,-1,40,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,5758736.0,30413.81075268817,0.0,42.080036506575375,50.0
1,42633491,0,13,1,7,55,0,1,0,4,0,2,1,-1,50,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,5758736.0,30413.81075268817,0.0,42.080036506575375,50.0
1,42633491,0,7,1,7,55,0,1,0,4,0,2,1,-1,42,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,5758736.0,30413.81075268817,0.0,42.080036506575375,50.0
1,60028407,1,15,2,1,25,1,1,0,4,1,2,1,-1,50,0,0,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,5758736.0,30413.81075268817,0.0,42.080036506575375,50.0
1,38978352,1,16,2,4,49,0,0,20,4,-3,2,1,-1,40,0,1,-1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,5758736.0,30413.81075268817,0.0,42.080036506575375,50.0
1,73054914,1,9,4,1,37,1,0,16,4,0,2,1,-1,40,0,2,-1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5758736.0,30413.81075268817,0.0,42.080036506575375,50.0
1,72691290,1,12,5,1,28,1,0,21,4,0,2,1,-1,40,0,2,-1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5758736.0,30413.81075268817,0.0,42.080036506575375,50.0
1,43166083,1,16,4,1,48,1,1,0,1,1,2,1,-1,20,0,1,-1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,5758736.0,30413.81075268817,0.0,42.080036506575375,50.0
1,47587258,1,15,2,7,36,0,1,0,4,1,2,1,-1,40,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,5758736.0,30413.81075268817,0.0,42.080036506575375,50.0
0,48336266,1,16,3,4,30,0,1,0,4,0,2,1,-1,43,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,5758736.0,30413.81075268817,0.0,42.080036506575375,50.0
1,53700929,1,15,3,1,48,1,0,15,4,0,2,1,-1,32,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3565287.0,32287.017204301075,0.0,39.1299577903196,742.0
1,59774622,1,15,3,1,44,1,0,7,6,1,2,1,-1,50,0,1,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,3565287.0,32287.017204301075,0.0,39.1299577903196,742.0
1,40614120,1,16,2,1,55,1,1,0,3,1,2,1,1,-1,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,3565287.0,32287.017204301075,0.0,39.1299577903196,742.0
1,57476723,1,12,1,7,26,0,1,0,4,0,2,1,-1,40,0,0,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,3565287.0,32287.017204301075,0.0,39.1299577903196,742.0
1,50406042,1,13,1,7,26,0,1,0,4,0,2,1,-1,40,0,0,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,3565287.0,32287.017204301075,0.0,39.1299577903196,742.0
1,44000573,1,12,1,7,55,0,0,10,3,0,2,1,-1,37,0,0,-1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,3565287.0,32287.017204301075,0.0,39.1299577903196,742.0
1,37440778,1,16,5,1,50,1,1,0,6,1,2,1,-1,40,0,0,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,3565287.0,32287.017204301075,0.0,39.1299577903196,742.0
1,46232932,1,11,2,1,73,1,1,0,3,1,2,1,1,-1,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,3565287.0,32287.017204301075,0.0,39.1299577903196,742.0
1,45539704,1,8,1,6,51,0,1,0,2,0,2,1,-1,-1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,3565287.0,32287.017204301075,0.0,39.1299577903196,742.0
1,67588963,1,11,2,6,60,0,0,16,4,0,2,1,-1,24,0,0,-1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3565287.0,32287.017204301075,0.0,39.1299577903196,742.0
1,126972605,1,15,3,1,25,1,1,0,5,0,2,1,-1,49,0,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,3565287.0,32287.017204301075,0.0,39.1299577903196,742.0
1,37440778,1,12,2,1,53,1,1,0,4,0,2,1,-1,40,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,3565287.0,32287.017204301075,0.0,39.1299577903196,742.0
1,67075979,1,10,1,7,46,0,1,0,4,0,2,1,-1,40,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,3565287.0,32287.017204301075,0.0,39.1299577903196,742.0
1,122747374,1,16,6,1,40,1,0,16,5,0,2,1,-1,45,0,4,-1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,3565287.0,32287.017204301075,0.0,39.1299577903196,742.0
1,39426366,1,11,3,1,56,1,1,0,4,1,2,1,-1,-1,0,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,3565287.0,32287.017204301075,0.0,39.1299577903196,742.0
1,41334151,1,12,2,1,32,1,1,0,3,0,2,1,-1,35,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,3565287.0,32287.017204301075,0.0,39.1299577903196,742.0
1,37467088,1,16,2,6,30,0,1,0,5,0,2,1,-1,60,0,0,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,3565287.0,32287.017204301075,0.0,39.1299577903196,742.0
1,34410876,1,15,5,1,40,1,1,0,6,0,2,1,-1,50,0,3,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3565287.0,32287.017204301075,0.0,39.1299577903196,742.0
1,33422609,1,13,3,4,55,0,1,0,4,0,2,1,-1,40,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,3565287.0,32287.017204301075,0.0,39.1299577903196,742.0
1,33422609,1,12,1,7,57,0,1,0,3,0,2,1,-1,38,0,0,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,3565287.0,32287.017204301075,0.0,39.1299577903196,742.0
1,35039881,1,13,3,4,33,0,1,0,3,0,2,1,-1,35,0,2,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,3565287.0,32287.017204301075,0.0,39.1299577903196,742.0
1,33735585,1,15,2,1,60,1,1,0,3,1,2,1,-1,-1,0,0,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,3565287.0,32287.017204301075,0.0,39.1299577903196,742.0
1,93180368,1,7,1,6,27,0,0,24,4,0,2,1,-1,40,0,0,-1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,3565287.0,32287.017204301075,0.0,39.1299577903196,742.0
1,38921749,1,16,5,1,39,1,0,18,4,0,2,1,-1,36,0,2,-1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,3565287.0,32287.017204301075,0.0,39.1299577903196,742.0
1,33404534,1,11,2,4,35,0,1,0,3,0,2,1,-1,-1,0,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,3565287.0,32287.017204301075,0.0,39.1299577903196,742.0
1,35083228,1,15,2,1,69,1,1,0,6,1,2,1,-1,56,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,3565287.0,32287.017204301075,0.0,39.1299577903196,742.0
1,33496994,1,15,4,1,42,1,1,0,4,0,1,2,-1,-1,0,2,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,3565287.0,32287.017204301075,0.0,39.1299577903196,742.0
1,34410876,1,16,3,1,38,1,1,0,2,1,2,1,-1,15,0,1,-1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,3565287.0,32287.017204301075,0.0,39.1299577903196,742.0
1,34410876,1,16,4,1,37,1,1,0,3,0,2,1,-1,-1,0,2,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,3565287.0,32287.017204301075,0.0,39.1299577903196,742.0
1,35318301,1,14,5,1,49,1,1,0,4,0,2,1,-1,40,0,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,3565287.0,32287.017204301075,0.0,39.1299577903196,742.0
1,37467088,1,15,1,6,34,0,0,11,6,0,2,1,-1,55,0,0,-1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,3565287.0,32287.017204301075,0.0,39.1299577903196,742.0
1,44017615,1,16,3,4,26,0,1,0,5,0,2,1,-1,41,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,3565287.0,32287.017204301075,0.0,39.1299577903196,742.0
1,33735585,1,15,3,1,62,1,1,0,6,0,2,1,-1,45,0,0,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,3565287.0,32287.017204301075,0.0,39.1299577903196,742.0
1,34410876,1,16,3,1,37,1,1,0,4,0,1,2,-1,94,0,1,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,3565287.0,32287.017204301075,0.0,39.1299577903196,742.0
1,33422609,1,16,2,1,58,1,1,0,3,1,2,1,1,90,0,0,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,3565287.0,32287.017204301075,0.0,39.1299577903196,742.0
1,31739382,1,14,5,1,53,1,1,0,4,1,2,1,-1,40,0,2,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,3565287.0,32287.017204301075,0.0,39.1299577903196,742.0
1,34410876,1,16,4,1,38,1,1,0,4,0,2,1,-1,40,0,2,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,3565287.0,32287.017204301075,0.0,39.1299577903196,742.0
1,29972288,1,14,2,3,37,0,1,0,6,0,2,1,-1,50,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,3565287.0,32287.017204301075,0.0,39.1299577903196,742.0
1,41482244,1,14,1,6,59,0,1,0,3,0,2,1,1,50,0,0,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,3565287.0,32287.017204301075,0.0,39.1299577903196,742.0
1,53973005,1,14,3,1,55,1,0,6,4,1,2,1,-1,37,0,0,-1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,3565287.0,32287.017204301075,0.0,39.1299577903196,742.0
1,38605022,1,11,1,6,54,0,1,0,5,0,2,1,-1,45,0,0,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,3565287.0,32287.017204301075,0.0,39.1299577903196,742.0
1,30946445,0,16,4,1,51,1,1,0,4,0,2,1,-1,40,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,3565287.0,32287.017204301075,0.0,39.1299577903196,742.0
1,32235264,0,13,1,7,69,0,1,0,1,0,2,1,-1,35,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,3565287.0,32287.017204301075,0.0,39.1299577903196,742.0
1,32569997,0,11,4,1,35,1,1,0,4,0,2,1,-1,42,0,1,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3565287.0,32287.017204301075,0.0,39.1299577903196,742.0
1,32587620,0,16,2,1,57,1,1,0,3,0,2,1,-1,7,0,0,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,3565287.0,32287.017204301075,0.0,39.1299577903196,742.0
1,32695560,1,9,3,1,52,1,1,0,4,0,2,1,-1,37,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,3565287.0,32287.017204301075,0.0,39.1299577903196,742.0
1,41662583,1,14,1,7,49,0,1,0,4,0,2,1,-1,45,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,3565287.0,32287.017204301075,0.0,39.1299577903196,742.0
1,40269101,1,14,2,6,58,0,1,0,6,0,2,1,-1,50,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3565287.0,32287.017204301075,0.0,39.1299577903196,742.0
1,44207901,1,16,3,3,51,0,1,0,6,0,2,1,-1,42,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,3565287.0,32287.017204301075,0.0,39.1299577903196,742.0
1,29972288,1,15,1,6,38,0,1,0,4,1,1,2,1,44,0,0,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3565287.0,32287.017204301075,0.0,39.1299577903196,742.0
1,8672212,1,16,2,1,80,1,1,0,1,1,1,2,-1,50,0,0,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,973764.0,10982.860215053763,0.0,39.78172075543807,475.0
1,18470835,1,12,5,1,51,1,0,21,4,0,2,1,-1,40,0,3,-1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,973764.0,10982.860215053763,0.0,39.78172075543807,475.0
1,10657248,1,16,2,1,68,1,1,0,5,0,2,1,-1,40,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,973764.0,10982.860215053763,0.0,39.78172075543807,475.0
1,10534779,1,14,2,1,67,1,1,0,2,1,1,2,-1,40,0,0,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,973764.0,10982.860215053763,0.0,39.78172075543807,475.0
