HEHOUSUT,HWHHWGT,GESTFIPS,GTMETSTA,HEFAMINC,HRNUMHOU,HRHTYPE,PRTAGE,PEMARITL,PENATVTY,PRINUSYR,PRHRUSL,HUBUS,PEMJOT,PEMJNUM,PEHRFTPT,PEHRACTT,PRAGNA,PRNMCHLD,PECYC,PECERT1,target,PRCITSHP_2,PRCITSHP_3,PRCITSHP_4,PRCITSHP_5,PEHRRSN2_1,PEHRRSN2_2,PEHRRSN2_3,PEHRRSN2_4,PEHRRSN2_5,PEHRRSN2_6,PEHRRSN2_7,PRMJIND1_2,PRMJIND1_3,PRMJIND1_4,PRMJIND1_5,PRMJIND1_6,PRMJIND1_7,PRMJIND1_8,PRMJIND1_9,PRMJIND1_10,PRMJIND1_11,PRMJIND1_12,PRMJIND1_13,PRMJOCC1_2,PRMJOCC1_3,PRMJOCC1_4,PRMJOCC1_5,PRMJOCC1_6,PRMJOCC1_7,PRMJOCC1_8,PRMJOCC1_9,PRMJOCC1_10,PESEX_2,PEEDUCA_40,PEEDUCA_41,PEEDUCA_42,PEEDUCA_43,PEEDUCA_44,PEEDUCA_45,PEEDUCA_46,PTDTRACE_1,PTDTRACE_3,PEHSPNON_2,population,case_delta,party,percent_red,pop_density
1,64789804,13,1,16,4,1,42,1,1,0,1,0,2,1,-1,20,0,2,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,10617423.0,107280.2247311828,1.0,49.268891704715436,173.0
1,48241819,13,1,12,1,7,68,0,1,0,4,0,2,1,-1,40,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,10617423.0,107280.2247311828,1.0,49.268891704715436,173.0
1,58162056,13,1,15,4,1,56,1,1,0,4,1,2,1,-1,40,0,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,10617423.0,107280.2247311828,1.0,49.268891704715436,173.0
1,73877117,13,1,13,4,3,20,0,1,0,4,0,2,1,-1,30,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,10617423.0,107280.2247311828,1.0,49.268891704715436,173.0
1,58550324,13,1,14,3,3,44,0,1,0,4,0,2,1,-1,20,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,10617423.0,107280.2247311828,1.0,49.268891704715436,173.0
1,92187393,13,1,9,3,4,28,0,1,0,3,0,2,1,-1,24,0,2,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,10617423.0,107280.2247311828,1.0,49.268891704715436,173.0
1,86508703,13,1,16,4,4,37,0,0,10,6,0,2,1,-1,80,0,0,-1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,10617423.0,107280.2247311828,1.0,49.268891704715436,173.0
1,38044307,13,1,15,2,1,66,1,1,0,2,1,2,1,-1,20,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,10617423.0,107280.2247311828,1.0,49.268891704715436,173.0
1,59207710,13,1,15,5,1,46,1,1,0,5,1,2,1,-1,45,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,10617423.0,107280.2247311828,1.0,49.268891704715436,173.0
1,92187393,13,1,14,1,7,27,0,1,0,4,0,2,1,-1,52,0,0,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,10617423.0,107280.2247311828,1.0,49.268891704715436,173.0
1,47296668,13,1,16,2,1,63,1,0,18,4,1,2,1,-1,40,0,0,-1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,10617423.0,107280.2247311828,1.0,49.268891704715436,173.0
1,83635147,13,1,15,2,1,28,1,1,0,4,0,2,1,-1,40,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,10617423.0,107280.2247311828,1.0,49.268891704715436,173.0
1,88063981,13,1,14,3,1,36,1,1,0,2,1,2,1,-1,28,0,1,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,10617423.0,107280.2247311828,1.0,49.268891704715436,173.0
1,87545776,13,1,16,1,7,42,0,1,0,4,0,2,1,-1,40,0,0,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,10617423.0,107280.2247311828,1.0,49.268891704715436,173.0
1,88063981,13,1,13,5,1,37,1,1,0,4,1,1,2,-1,40,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,10617423.0,107280.2247311828,1.0,49.268891704715436,173.0
1,66577112,13,1,14,5,1,33,1,1,0,6,0,2,1,-1,50,0,3,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,10617423.0,107280.2247311828,1.0,49.268891704715436,173.0
1,65381978,13,1,15,4,1,40,1,0,25,4,0,2,1,-1,40,0,2,-1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,10617423.0,107280.2247311828,1.0,49.268891704715436,173.0
1,90052509,13,1,7,2,1,28,1,1,0,4,0,2,1,-1,40,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,10617423.0,107280.2247311828,1.0,49.268891704715436,173.0
1,44441406,13,1,13,2,4,55,0,1,0,4,0,2,1,-1,40,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,10617423.0,107280.2247311828,1.0,49.268891704715436,173.0
1,62300921,13,1,16,2,3,57,0,1,0,6,1,2,1,-1,30,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,10617423.0,107280.2247311828,1.0,49.268891704715436,173.0
1,59207710,13,1,15,4,1,49,1,1,0,4,0,2,1,-1,40,0,2,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,10617423.0,107280.2247311828,1.0,49.268891704715436,173.0
1,59207710,13,1,12,2,4,45,0,1,0,4,0,2,1,-1,40,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,10617423.0,107280.2247311828,1.0,49.268891704715436,173.0
1,88663988,13,1,16,2,1,59,1,1,0,5,0,2,1,-1,48,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,10617423.0,107280.2247311828,1.0,49.268891704715436,173.0
1,66577112,13,1,7,6,1,39,1,1,0,4,0,2,1,-1,52,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,10617423.0,107280.2247311828,1.0,49.268891704715436,173.0
1,90559292,13,1,9,3,4,25,0,1,0,4,0,2,1,-1,40,0,2,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,10617423.0,107280.2247311828,1.0,49.268891704715436,173.0
1,51305624,13,1,16,2,1,64,1,1,0,1,1,2,1,-1,20,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,10617423.0,107280.2247311828,1.0,49.268891704715436,173.0
1,55040238,13,1,16,1,7,56,0,1,0,3,0,2,1,1,20,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,10617423.0,107280.2247311828,1.0,49.268891704715436,173.0
1,65381978,13,1,14,4,1,38,1,1,0,5,0,2,1,-1,8,0,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,10617423.0,107280.2247311828,1.0,49.268891704715436,173.0
1,48011954,13,0,15,2,1,54,1,1,0,4,0,2,1,-1,40,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,10617423.0,107280.2247311828,1.0,49.268891704715436,173.0
1,54386265,13,0,16,4,1,45,1,1,0,2,0,1,3,-1,-1,0,2,-1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,10617423.0,107280.2247311828,1.0,49.268891704715436,173.0
1,38382467,13,0,12,3,3,85,0,1,0,6,1,2,1,-1,60,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,10617423.0,107280.2247311828,1.0,49.268891704715436,173.0
0,39030936,13,0,15,1,7,64,0,1,0,2,0,2,1,-1,25,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,10617423.0,107280.2247311828,1.0,49.268891704715436,173.0
1,51518138,13,0,15,2,1,68,1,1,0,4,0,2,1,-1,40,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,10617423.0,107280.2247311828,1.0,49.268891704715436,173.0
1,36165141,13,0,8,3,1,61,1,1,0,4,0,2,1,-1,40,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,10617423.0,107280.2247311828,1.0,49.268891704715436,173.0
1,48011954,13,0,13,3,1,50,1,1,0,3,1,2,1,-1,35,0,0,-1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,10617423.0,107280.2247311828,1.0,49.268891704715436,173.0
1,47181998,13,0,9,1,6,54,0,1,0,4,0,2,1,-1,40,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,10617423.0,107280.2247311828,1.0,49.268891704715436,173.0
1,55144072,13,0,15,6,1,40,1,1,0,5,0,2,1,-1,44,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,10617423.0,107280.2247311828,1.0,49.268891704715436,173.0
1,51467110,13,0,13,2,1,58,1,1,0,4,0,2,1,-1,40,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,10617423.0,107280.2247311828,1.0,49.268891704715436,173.0
1,51031597,13,0,14,2,1,65,1,1,0,1,0,2,1,-1,-1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,10617423.0,107280.2247311828,1.0,49.268891704715436,173.0
0,76824509,13,0,16,5,1,36,1,1,0,4,0,2,1,-1,40,0,3,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,10617423.0,107280.2247311828,1.0,49.268891704715436,173.0
1,51031597,13,0,14,2,1,64,1,1,0,1,1,2,1,-1,16,1,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,10617423.0,107280.2247311828,1.0,49.268891704715436,173.0
1,50558161,13,0,16,2,1,62,1,1,0,4,0,2,1,-1,3,0,0,-1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,10617423.0,107280.2247311828,1.0,49.268891704715436,173.0
1,61718304,13,1,14,2,3,41,0,1,0,4,0,2,1,-1,20,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,10617423.0,107280.2247311828,1.0,49.268891704715436,173.0
1,79038996,13,1,13,2,1,26,1,1,0,3,0,2,1,-1,42,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,10617423.0,107280.2247311828,1.0,49.268891704715436,173.0
1,56665290,13,1,12,5,1,38,1,1,0,6,0,2,1,-1,50,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,10617423.0,107280.2247311828,1.0,49.268891704715436,173.0
1,58715948,13,1,15,1,6,58,0,1,0,4,0,2,1,-1,40,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,10617423.0,107280.2247311828,1.0,49.268891704715436,173.0
1,60959960,13,1,15,3,1,54,1,1,0,4,0,2,1,-1,40,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,10617423.0,107280.2247311828,1.0,49.268891704715436,173.0
1,66121525,13,1,16,5,1,35,1,1,0,4,1,2,1,-1,60,0,2,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,10617423.0,107280.2247311828,1.0,49.268891704715436,173.0
1,64365473,13,1,12,4,1,40,1,1,0,4,0,2,1,-1,40,0,2,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,10617423.0,107280.2247311828,1.0,49.268891704715436,173.0
1,44065344,13,1,15,2,1,69,1,1,0,4,0,2,1,-1,-1,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,10617423.0,107280.2247311828,1.0,49.268891704715436,173.0
1,56665290,13,1,13,3,1,34,1,1,0,3,0,2,1,1,36,0,1,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,10617423.0,107280.2247311828,1.0,49.268891704715436,173.0
1,67459843,13,1,1,2,4,36,0,1,0,1,0,2,1,-1,10,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,10617423.0,107280.2247311828,1.0,49.268891704715436,173.0
1,52859522,13,1,12,1,7,51,0,1,0,4,0,2,1,-1,40,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,10617423.0,107280.2247311828,1.0,49.268891704715436,173.0
1,43667380,13,1,14,2,4,63,0,1,0,3,0,2,1,-1,36,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,10617423.0,107280.2247311828,1.0,49.268891704715436,173.0
1,44857564,13,1,16,3,1,67,1,0,3,2,0,2,1,-1,25,0,0,4,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,10617423.0,107280.2247311828,1.0,49.268891704715436,173.0
1,52469357,13,1,15,4,1,52,1,1,0,4,0,2,1,-1,20,0,2,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,10617423.0,107280.2247311828,1.0,49.268891704715436,173.0
1,54170185,13,1,16,6,1,45,1,1,0,4,0,2,1,-1,32,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,10617423.0,107280.2247311828,1.0,49.268891704715436,173.0
1,36165141,13,1,10,2,1,41,1,1,0,4,0,2,1,-1,40,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,10617423.0,107280.2247311828,1.0,49.268891704715436,173.0
1,61793512,13,1,4,1,6,23,0,1,0,2,0,2,1,-1,25,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,10617423.0,107280.2247311828,1.0,49.268891704715436,173.0
1,55648084,13,1,14,6,1,39,1,1,0,3,1,1,2,1,65,0,4,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,10617423.0,107280.2247311828,1.0,49.268891704715436,173.0
1,7500270,15,1,16,1,7,55,0,1,0,6,1,2,1,-1,60,0,0,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1415872.0,833.7225806451613,0.0,34.259933711362116,218.0
1,23378561,15,1,15,4,1,51,1,1,0,4,0,2,1,-1,40,0,2,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1415872.0,833.7225806451613,0.0,34.259933711362116,218.0
1,9510209,15,1,13,2,4,55,0,1,0,4,1,2,1,-1,40,0,1,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,1415872.0,833.7225806451613,0.0,34.259933711362116,218.0
1,10235504,15,1,7,1,6,75,0,1,0,4,0,2,1,-1,40,0,0,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1415872.0,833.7225806451613,0.0,34.259933711362116,218.0
1,9861752,15,1,16,2,6,35,0,0,18,3,0,2,1,1,50,0,0,-1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1415872.0,833.7225806451613,0.0,34.259933711362116,218.0
1,15657245,15,1,14,1,6,33,0,0,13,4,0,2,1,-1,40,0,0,-1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1415872.0,833.7225806451613,0.0,34.259933711362116,218.0
1,8011364,15,1,12,4,1,75,1,1,0,5,0,2,1,-1,45,0,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,1415872.0,833.7225806451613,0.0,34.259933711362116,218.0
1,13332425,15,1,16,4,1,36,1,0,17,4,0,2,1,-1,40,0,2,-1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1415872.0,833.7225806451613,0.0,34.259933711362116,218.0
1,9220408,15,1,15,2,1,50,1,1,0,4,0,2,1,-1,40,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1415872.0,833.7225806451613,0.0,34.259933711362116,218.0
1,9592109,15,1,16,2,4,58,0,0,10,1,1,2,1,-1,20,0,0,-1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,1,1415872.0,833.7225806451613,0.0,34.259933711362116,218.0
1,8114594,15,1,9,2,1,47,1,0,19,1,0,2,1,-1,-1,0,0,-1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1415872.0,833.7225806451613,0.0,34.259933711362116,218.0
1,12104831,15,1,11,1,6,34,0,1,0,4,0,2,1,-1,40,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1415872.0,833.7225806451613,0.0,34.259933711362116,218.0
1,8011364,15,1,12,2,1,67,1,1,0,1,0,2,1,-1,4,0,0,-1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1415872.0,833.7225806451613,0.0,34.259933711362116,218.0
1,7507786,15,1,14,2,6,53,0,1,0,4,0,2,1,-1,42,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1415872.0,833.7225806451613,0.0,34.259933711362116,218.0
1,11062835,15,1,16,6,1,79,1,1,0,4,1,2,1,-1,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1415872.0,833.7225806451613,0.0,34.259933711362116,218.0
1,6576495,15,1,13,2,1,62,1,1,0,1,1,1,2,-1,15,0,0,-1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1415872.0,833.7225806451613,0.0,34.259933711362116,218.0
1,8060902,15,1,15,2,1,69,1,0,5,1,1,2,1,-1,16,0,0,-1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1415872.0,833.7225806451613,0.0,34.259933711362116,218.0
1,8060902,15,1,8,4,1,76,1,0,18,3,0,2,1,-1,40,0,0,-1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1415872.0,833.7225806451613,0.0,34.259933711362116,218.0
1,11758872,15,1,7,6,1,39,1,1,0,3,0,2,1,-1,24,0,4,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1415872.0,833.7225806451613,0.0,34.259933711362116,218.0
1,9487312,15,1,11,1,7,59,0,1,0,4,0,2,1,-1,40,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,1415872.0,833.7225806451613,0.0,34.259933711362116,218.0
1,11973815,15,1,14,2,1,32,1,1,0,4,0,2,1,-1,40,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1415872.0,833.7225806451613,0.0,34.259933711362116,218.0
